0,1,2,3,4,5
47,4,27,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
47,5,26,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
47,6,25,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2.0
47,7,24,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
47,8,23,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
47,9,22,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
47,10,21,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
47,11,20,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
47,12,19,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12.0
48,1,45,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
48,2,44,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
48,3,43,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
48,4,42,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
48,5,41,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2.0
48,6,40,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
48,7,39,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
48,8,38,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
48,9,37,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
48,10,36,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
48,11,35,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
48,12,34,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
48,13,33,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
48,14,32,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
48,15,31,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
48,16,30,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
48,17,29,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
48,18,28,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2.0
48,19,27,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
48,20,26,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
48,21,25,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
48,22,24,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
48,23,23,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12.0
49,1,30,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2.0
49,2,29,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2.0
49,3,28,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
49,4,27,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
49,5,26,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
49,6,25,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
49,7,24,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
49,8,23,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
49,9,22,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
49,10,21,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
49,11,20,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
49,12,19,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
49,13,18,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
49,14,17,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2.0
49,15,16,"{'light': 'green', 'oncoming': None, 'right': 'left', 'left': None}",,0.0
49,16,15,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
49,17,14,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
49,18,13,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
49,19,12,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
49,20,11,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
49,21,10,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
49,22,9,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12.0
50,1,30,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2.0
50,2,29,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
50,3,28,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
50,4,27,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
50,5,26,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
50,6,25,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
50,7,24,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
50,8,23,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
50,9,22,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
50,10,21,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
50,11,20,"{'light': 'green', 'oncoming': 'left', 'right': None, 'left': None}",forward,12.0
51,1,35,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2.0
51,2,34,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
51,3,33,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
51,4,32,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
51,5,31,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
51,6,30,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
51,7,29,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
51,8,28,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
51,9,27,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
51,10,26,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,12.0
52,1,35,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
52,2,34,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
52,3,33,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
52,4,32,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
52,5,31,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
52,6,30,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
52,7,29,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
52,8,28,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
52,9,27,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
52,10,26,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
52,11,25,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
52,12,24,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
52,13,23,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
52,14,22,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
52,15,21,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12.0
53,1,20,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2.0
53,2,19,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
53,3,18,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
53,4,17,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
53,5,16,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
53,6,15,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
53,7,14,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
53,8,13,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
53,9,12,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12.0
54,1,30,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
54,2,29,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
54,3,28,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
54,4,27,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2.0
54,5,26,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
54,6,25,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
54,7,24,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
54,8,23,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
54,9,22,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
54,10,21,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
54,11,20,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
54,12,19,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
54,13,18,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
54,14,17,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
54,15,16,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
54,16,15,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
54,17,14,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
54,18,13,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
54,19,12,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
54,20,11,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
54,21,10,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
54,22,9,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,12.0
55,1,25,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
55,2,24,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
55,3,23,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
55,4,22,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
55,5,21,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
55,6,20,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2.0
55,7,19,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
55,8,18,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
55,9,17,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
55,10,16,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12.0
56,1,25,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2.0
56,2,24,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
56,3,23,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
56,4,22,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
56,5,21,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
56,6,20,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
56,7,19,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
56,8,18,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
56,9,17,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12.0
57,1,40,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
57,2,39,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
57,3,38,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
57,4,37,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
57,5,36,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
57,6,35,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
57,7,34,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
57,8,33,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
57,9,32,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
57,10,31,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
57,11,30,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
57,12,29,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
57,13,28,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
57,14,27,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
57,15,26,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
57,16,25,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2.0
57,17,24,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12.0
58,1,45,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2.0
58,2,44,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
58,3,43,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
58,4,42,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
58,5,41,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
58,6,40,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
58,7,39,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
58,8,38,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
58,9,37,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
58,10,36,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
58,11,35,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
58,12,34,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
58,13,33,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
58,14,32,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2.0
58,15,31,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
58,16,30,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
58,17,29,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
58,18,28,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
58,19,27,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
58,20,26,"{'light': 'green', 'oncoming': None, 'right': None, 'left': 'left'}",forward,12.0
59,1,35,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2.0
59,2,34,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2.0
59,3,33,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12.0
60,1,20,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
60,2,19,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
60,3,18,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
60,4,17,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
60,5,16,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
60,6,15,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
60,7,14,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
60,8,13,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
60,9,12,"{'light': 'green', 'oncoming': None, 'right': 'right', 'left': None}",right,-0.5
60,10,11,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2.0
60,11,10,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2.0
60,12,9,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2.0
60,13,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
60,14,7,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
60,15,6,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
60,16,5,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
60,17,4,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2.0
60,18,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
60,19,2,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
60,20,1,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
60,21,0,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
61,1,30,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2.0
61,2,29,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2.0
61,3,28,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
61,4,27,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
61,5,26,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
61,6,25,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2.0
61,7,24,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
61,8,23,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
61,9,22,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
61,10,21,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
61,11,20,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
61,12,19,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
61,13,18,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
61,14,17,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12.0
62,1,30,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
62,2,29,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
62,3,28,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
62,4,27,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
62,5,26,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
62,6,25,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2.0
62,7,24,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
62,8,23,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
62,9,22,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
62,10,21,"{'light': 'green', 'oncoming': 'left', 'right': None, 'left': None}",forward,2.0
62,11,20,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
62,12,19,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
62,13,18,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
62,14,17,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
62,15,16,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
62,16,15,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12.0
63,1,35,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2.0
63,2,34,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2.0
63,3,33,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
63,4,32,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
63,5,31,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
63,6,30,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
63,7,29,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
63,8,28,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
63,9,27,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
63,10,26,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
63,11,25,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
63,12,24,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2.0
63,13,23,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
63,14,22,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
63,15,21,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
63,16,20,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
63,17,19,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
63,18,18,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12.0
64,1,20,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
64,2,19,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
64,3,18,"{'light': 'red', 'oncoming': 'forward', 'right': None, 'left': None}",right,-0.5
64,4,17,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2.0
64,5,16,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
64,6,15,"{'light': 'red', 'oncoming': None, 'right': None, 'left': 'left'}",forward,-1.0
64,7,14,"{'light': 'green', 'oncoming': None, 'right': None, 'left': 'left'}",forward,2.0
64,8,13,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,12.0
65,1,30,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
65,2,29,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2.0
65,3,28,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
65,4,27,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
65,5,26,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
65,6,25,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
65,7,24,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
65,8,23,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
65,9,22,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
65,10,21,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12.0
66,1,20,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
66,2,19,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
66,3,18,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
66,4,17,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
66,5,16,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
66,6,15,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
66,7,14,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
66,8,13,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
66,9,12,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
66,10,11,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
66,11,10,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2.0
66,12,9,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12.0
67,1,25,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2.0
67,2,24,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
67,3,23,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
67,4,22,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
67,5,21,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
67,6,20,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
67,7,19,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
67,8,18,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
67,9,17,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
67,10,16,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12.0
68,1,25,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2.0
68,2,24,"{'light': 'red', 'oncoming': None, 'right': 'right', 'left': None}",,0.0
68,3,23,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
68,4,22,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
68,5,21,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
68,6,20,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2.0
68,7,19,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
68,8,18,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
68,9,17,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
68,10,16,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12.0
69,1,30,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2.0
69,2,29,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
69,3,28,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2.0
69,4,27,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
69,5,26,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
69,6,25,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
69,7,24,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
69,8,23,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
69,9,22,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
69,10,21,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
69,11,20,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12.0
70,1,20,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
70,2,19,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
70,3,18,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
70,4,17,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
70,5,16,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
70,6,15,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
70,7,14,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
70,8,13,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
70,9,12,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
70,10,11,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
70,11,10,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,12.0
71,1,25,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2.0
71,2,24,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2.0
71,3,23,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
71,4,22,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,12.0
72,1,45,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2.0
