0,1,2,3,4,5
25,4,32,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
25,5,31,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
25,6,30,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
25,7,29,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
25,8,28,"{'light': 'red', 'oncoming': 'forward', 'right': None, 'left': None}",,0.0
25,9,27,"{'light': 'red', 'oncoming': 'forward', 'right': None, 'left': None}",right,-0.5
25,10,26,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2.0
25,11,25,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,-0.5
25,12,24,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2.0
25,13,23,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,-0.5
25,14,22,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2.0
25,15,21,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,-0.5
25,16,20,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2.0
25,17,19,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2.0
25,18,18,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2.0
25,19,17,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,-0.5
25,20,16,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,-0.5
25,21,15,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,-0.5
25,22,14,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,-0.5
25,23,13,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2.0
25,24,12,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2.0
25,25,11,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
25,26,10,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2.0
25,27,9,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
25,28,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
25,29,7,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
25,30,6,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
25,31,5,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12.0
26,1,25,"{'light': 'green', 'oncoming': None, 'right': 'right', 'left': None}",right,2.0
26,2,24,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
26,3,23,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
26,4,22,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
26,5,21,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
26,6,20,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
26,7,19,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12.0
27,1,30,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,-0.5
27,2,29,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2.0
27,3,28,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,-0.5
27,4,27,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,-0.5
27,5,26,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2.0
27,6,25,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
27,7,24,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
27,8,23,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
27,9,22,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
27,10,21,"{'light': 'green', 'oncoming': None, 'right': 'left', 'left': None}",left,2.0
27,11,20,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
27,12,19,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
27,13,18,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
27,14,17,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
27,15,16,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
27,16,15,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
27,17,14,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
27,18,13,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
27,19,12,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
27,20,11,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
27,21,10,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
27,22,9,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12.0
28,1,25,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
28,2,24,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
28,3,23,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
28,4,22,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
28,5,21,"{'light': 'green', 'oncoming': 'left', 'right': None, 'left': None}",right,-0.5
28,6,20,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2.0
28,7,19,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
28,8,18,"{'light': 'red', 'oncoming': 'left', 'right': None, 'left': None}",,0.0
28,9,17,"{'light': 'red', 'oncoming': 'left', 'right': None, 'left': None}",,0.0
28,10,16,"{'light': 'red', 'oncoming': 'left', 'right': None, 'left': None}",forward,-1.0
28,11,15,"{'light': 'green', 'oncoming': 'left', 'right': None, 'left': None}",right,-0.5
28,12,14,"{'light': 'green', 'oncoming': None, 'right': 'right', 'left': None}",right,-0.5
28,13,13,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,-0.5
28,14,12,"{'light': 'red', 'oncoming': None, 'right': None, 'left': 'left'}",,0.0
28,15,11,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,-0.5
28,16,10,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",,0.0
28,17,9,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2.0
28,18,8,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2.0
28,19,7,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
28,20,6,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
28,21,5,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
28,22,4,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
28,23,3,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
28,24,2,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
28,25,1,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
28,26,0,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
29,1,50,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
29,2,49,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",left,-1.0
29,3,48,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",left,-1.0
29,4,47,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
29,5,46,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
29,6,45,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2.0
29,7,44,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
29,8,43,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
29,9,42,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
29,10,41,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
29,11,40,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
29,12,39,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2.0
29,13,38,"{'light': 'red', 'oncoming': None, 'right': 'left', 'left': None}",forward,-1.0
29,14,37,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
29,15,36,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
29,16,35,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
29,17,34,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
29,18,33,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
29,19,32,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
29,20,31,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12.0
30,1,25,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2.0
30,2,24,"{'light': 'red', 'oncoming': 'left', 'right': None, 'left': None}",right,2.0
30,3,23,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
30,4,22,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
30,5,21,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
30,6,20,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
30,7,19,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
30,8,18,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
30,9,17,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2.0
30,10,16,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12.0
31,1,25,"{'light': 'red', 'oncoming': 'forward', 'right': None, 'left': None}",,0.0
31,2,24,"{'light': 'red', 'oncoming': 'forward', 'right': None, 'left': None}",left,-1.0
31,3,23,"{'light': 'red', 'oncoming': 'forward', 'right': None, 'left': None}",left,-1.0
31,4,22,"{'light': 'red', 'oncoming': 'forward', 'right': None, 'left': None}",forward,-1.0
31,5,21,"{'light': 'red', 'oncoming': 'forward', 'right': None, 'left': None}",forward,-1.0
31,6,20,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2.0
31,7,19,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
31,8,18,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
31,9,17,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
31,10,16,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
31,11,15,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
31,12,14,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
31,13,13,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
31,14,12,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
31,15,11,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
31,16,10,"{'light': 'green', 'oncoming': 'forward', 'right': None, 'left': None}",forward,2.0
31,17,9,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
31,18,8,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12.0
32,1,30,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
32,2,29,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
32,3,28,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
32,4,27,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
32,5,26,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
32,6,25,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
32,7,24,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
32,8,23,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
32,9,22,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
32,10,21,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
32,11,20,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
32,12,19,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
32,13,18,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
32,14,17,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12.0
33,1,40,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
33,2,39,"{'light': 'green', 'oncoming': None, 'right': None, 'left': 'forward'}",,0.0
33,3,38,"{'light': 'green', 'oncoming': None, 'right': None, 'left': 'forward'}",,0.0
33,4,37,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
33,5,36,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
33,6,35,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
33,7,34,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
33,8,33,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
33,9,32,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
33,10,31,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
33,11,30,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
33,12,29,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
33,13,28,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
33,14,27,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
33,15,26,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
33,16,25,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
33,17,24,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2.0
33,18,23,"{'light': 'red', 'oncoming': None, 'right': None, 'left': 'forward'}",left,-1.0
33,19,22,"{'light': 'green', 'oncoming': None, 'right': None, 'left': 'forward'}",,0.0
33,20,21,"{'light': 'green', 'oncoming': None, 'right': None, 'left': 'forward'}",,0.0
33,21,20,"{'light': 'green', 'oncoming': None, 'right': None, 'left': 'forward'}",,0.0
33,22,19,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
33,23,18,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
33,24,17,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
33,25,16,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
33,26,15,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12.0
34,1,25,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2.0
34,2,24,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2.0
34,3,23,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
34,4,22,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2.0
34,5,21,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
34,6,20,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
34,7,19,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
34,8,18,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
34,9,17,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12.0
35,1,20,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2.0
35,2,19,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2.0
35,3,18,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
35,4,17,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
35,5,16,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
35,6,15,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12.0
36,1,25,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
36,2,24,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
36,3,23,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
36,4,22,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2.0
36,5,21,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2.0
36,6,20,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
36,7,19,"{'light': 'green', 'oncoming': None, 'right': 'forward', 'left': None}",forward,2.0
36,8,18,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
36,9,17,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
36,10,16,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12.0
37,1,20,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
37,2,19,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
37,3,18,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
37,4,17,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
37,5,16,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
37,6,15,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
37,7,14,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
37,8,13,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,12.0
38,1,20,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
38,2,19,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
38,3,18,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
38,4,17,"{'light': 'green', 'oncoming': 'forward', 'right': None, 'left': None}",forward,2.0
38,5,16,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
38,6,15,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
38,7,14,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
38,8,13,"{'light': 'green', 'oncoming': None, 'right': 'left', 'left': None}",,0.0
38,9,12,"{'light': 'green', 'oncoming': None, 'right': 'left', 'left': None}",,0.0
38,10,11,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
38,11,10,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
38,12,9,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
38,13,8,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12.0
39,1,35,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2.0
39,2,34,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2.0
39,3,33,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
39,4,32,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
39,5,31,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
39,6,30,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
39,7,29,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
39,8,28,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
39,9,27,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
39,10,26,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
39,11,25,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
39,12,24,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
39,13,23,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
39,14,22,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2.0
39,15,21,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
39,16,20,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12.0
40,1,20,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2.0
40,2,19,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
40,3,18,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
40,4,17,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2.0
40,5,16,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
40,6,15,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
40,7,14,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
40,8,13,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
40,9,12,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
40,10,11,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12.0
41,1,20,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",right,2.0
41,2,19,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
41,3,18,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
41,4,17,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,12.0
42,1,45,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
42,2,44,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
42,3,43,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
42,4,42,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
42,5,41,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
42,6,40,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
42,7,39,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
42,8,38,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
42,9,37,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
42,10,36,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
42,11,35,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
42,12,34,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
42,13,33,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
42,14,32,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
42,15,31,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2.0
42,16,30,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
42,17,29,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12.0
43,1,25,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
43,2,24,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
43,3,23,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
43,4,22,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
43,5,21,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
43,6,20,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
43,7,19,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
43,8,18,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
43,9,17,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
43,10,16,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
43,11,15,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
43,12,14,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
43,13,13,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2.0
43,14,12,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12.0
44,1,20,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",right,2.0
44,2,19,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
44,3,18,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
44,4,17,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2.0
44,5,16,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12.0
45,1,40,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
45,2,39,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
45,3,38,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
45,4,37,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
45,5,36,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
45,6,35,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
45,7,34,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
45,8,33,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
45,9,32,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
45,10,31,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
45,11,30,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
45,12,29,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
45,13,28,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
45,14,27,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2.0
45,15,26,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12.0
46,1,35,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
46,2,34,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
46,3,33,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
46,4,32,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
46,5,31,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
46,6,30,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
46,7,29,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
46,8,28,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
46,9,27,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
46,10,26,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
46,11,25,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
46,12,24,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
46,13,23,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
46,14,22,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
46,15,21,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
46,16,20,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,2.0
46,17,19,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
46,18,18,"{'light': 'red', 'oncoming': None, 'right': 'left', 'left': None}",left,-1.0
46,19,17,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
46,20,16,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
46,21,15,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2.0
46,22,14,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",forward,12.0
47,1,30,"{'light': 'green', 'oncoming': None, 'right': None, 'left': None}",left,2.0
47,2,29,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
47,3,28,"{'light': 'red', 'oncoming': None, 'right': None, 'left': None}",,0.0
